Name,ethnolog_Size,ethnolog_Vitality,L1 speakers,L2 speakers,New wiki,Size of Wikipedia (Articles Column),language family,geographical location,geo location analysis,LDC,Is in Google,wiki pages,natural language processing,part of speech,grammar parsing| grammar parser,question answering,text classification,universal dependencies,ACL count,Is in XLMR,ELRA,Hugginface,kaggle,CC Size,Is in Facebook,Joshi Classes,mBERT,HF new
,https://www.ethnologue.com/size-and-vitality/mdd,,,,,https://en.wikipedia.org/wiki/List_of_Wikipedias#Details_table,,,,https://catalog.ldc.upenn.edu/search,https://translate.google.com/intl/en/about/languages/,,,,,,,https://universaldependencies.org/,,https://arxiv.org/pdf/1911.02116.pdf,https://lremap.elra.info/?q=english,https://huggingface.co/datasets,https://www.kaggle.com/datasets,https://commoncrawl.github.io/cc-crawl-statistics/plots/languages,"if the language is in 'Facebook' sheet, put 1, otherwise 0",,,
,size,vitality,,,,copy two columns in sheet  'wiki',,,,,0/1,,,,,,,,,,,,,copy numbers in last column,0/1,,,
Long Wat,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Longgu,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Longto,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Longuda,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Loniu,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Lonwolwol,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Lonzo,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Loo,small,endangered,,,,,,,,,,,,,,,,,154,,,,,,,,,
Lopa,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Lopi,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Lopit,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Lorang,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Lorediakarkar,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Lote,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Lotud,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Lou,small,stable,,,,,,,,,,,5390,2960,0,1740,1620,,7,,,,,,,0,,
Louisiana Creole,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Loun,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Lovono,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Low German,mid,institutional,4.35-7.15 million,10 million,"83,828",157497,Indo-European,Germany,Western Europe,,,82748,,,,,,,5,,,,,,,0,,
Lower Nossob,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Lower Sorbian,small,endangered,6900,,"3,325","11,155",Indo-European,Germany,Western Europe,,,"3,303",,,,,,,0,,,,,,1,1,,
Lozi,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Luang,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Luba-Kasai,large,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Luba-Katanga,large,endangered,,,,,,,,,,,,,,,,,0,,,1,,,,,,1
Lubila,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Lubu,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Luchazi,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Lucumi,small,endangered,,,,,,,,1,,,,,,,,,0,,,,,,,,,
Ludian,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Lufu,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Lugbara,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Luguru,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Luhu,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Luidakho-Luisukha-Lutirichi,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Luimbi,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Luiseño,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Lukabaras,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Lukpa,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Lule,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Lulogooli,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,,,
Lumbu,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Lumun,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Luna,mid,stable,,,,,,,,,,,,,,,,,2,,,,,,,,,
Lunanakha,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Lunda,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Lundayeh,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Lungga,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Luri,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,1,,
Lusengo,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Lushootseed,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Lusi,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Lutachoni,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Lutos,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Luvale,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Luwati,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Luwo,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Luxembourgish,mid,institutional,"600,000",,"60,929","60,257",Indo-European,"Luxembourg,  Belgium",Western Europe,,1,"129,340",190,90,2,37,36,,7,,,14,,0.0036,,1,1,17
Luyana,small,institutional,,,,,,,,,,,,,,,,,0,,,,,,,,,
Lwalu,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Lyngngam,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Lyélé,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Löyöp,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Lü,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Ma,mid,stable,,,,,,,,,,,,,,,,,8748,,,,,,,,,
Ma Manda,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maa,mid,stable,,,,,,,,,,,,,,,,,1,,,,,,,,,
Maaka,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maan,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maasai,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Maay,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maba,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Mabaale,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mabaan,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mabire,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Macaguaje,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Macaguán,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Macanese,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Macedonian,large,institutional,1.4–3.5 million,,"129,404","117,400",Indo-European,"North Macedonia, Albania Bosnia and Herzegovina,  Romania,  Serbia",Southern Europe,,1,"499,199",1040,1030,20,196,180,,11,4.8,,23,,0.0313,1,1,1,26
Machame,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Machinere,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Machinga,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maco,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Macuna,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Macushi,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Mada,mid,stable,,,,,,,,,,,2060,1730,34,394,503,,7,,,,,,,0,,
Madak,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Madhi Madhi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Madi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Madura,large,stable,6.7 million,,857,812,French Creole,East Java,South-Eastern Asia,,,"1,539",,,,,,,0,,,,,,,,,
Mae,small,stable,,,,,,,,,,,8750,2480,48,1320,2340,,1,,,,,,,0,,
Maewo,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mafa,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mafea,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Magahi,large,stable,,,,,,,,,,,89,62,,,,1,6,,,,,,,0,,
Magar,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Magi,small,stable,,,,,,,,,,,294,500,9,118,65,,10,,,,,,,0,,
Magiyi,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Magoma,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Magori,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maguindanaon,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Magɨ,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mah Meri,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Mahali,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mahongwe,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mahou,mid,stable,,,,,,,,1,,,,,,,,,0,,,,,,,,,
Mai Brat,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maia,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maiadom,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maiani,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maidu,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Maii,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maijuna,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maindo,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mairasi,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Maisin,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Maithili,large,institutional,33.9 million,,"13,719","13,687",Indo-European,India,Southern Asia,,,"37,933",,,,,,,0,,,3,,,,1,,
Maiwa,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maiwala,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Majang,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Majera,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Majhi,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Majhwar,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mak,small,stable,,,,,,,,,,,,,,,,,214,,,,,,,,,
Maka,small,stable,,,,,,,,,,,,,,,,,2,,,,,,,,,
Makaa,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Makah,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Makalero,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Makasae,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Makasar,large,endangered,,,,,,,,,,,,,,,,,0,,,3,,,,0,,
Makayam,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Makhuwa,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Makhuwa-Marrevone,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Makhuwa-Meetto,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Makhuwa-Moniga,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Makhuwa-Saka,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Makhuwa-Shirima,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Makian,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maklew,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Makolkol,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Makonde,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Makuráp,small,endangered,,,,,,,,,,,,,,,,1,0,,,,,,,,,
Makuva,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Makwe,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mal,mid,stable,,,,,,,,,,,,,,,,,187,,,,,,,,,
Mal Paharia,mid,endangered,,,,,,,,1,,,,,,,,,0,,,,,,,,,
Mala,small,stable,,,,,,,,,,,,,,,,,126,,,,,,,,,
Mala Malasar,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Malaccan Malay Creole,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Malaccan Portuguese Creole,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Malagasy,large,institutional,25 million,,"94,846","94,214",Austronesian,Madagascar,Eastern Africa,,1,"244,101",381,405,13,65,51,,3,0.2,,12,,0.0027,1,1,1,15
Malagasy Sign Language,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Malak Malak,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Malango,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Malankuravan,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Malapandaram,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Malaryan,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Malas,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Malasar,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Malavedan,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Malawian Sign Language,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Malay,large,stable,77 million,,"359,058","354,180",Austronesian,"Indonesia,  Malaysia,  Brunei,  Singapore,  ASEAN, ",South-Eastern Asia,2,1,"988,368",3410,3290,59,650,882,,120,8.5,2,21,,0.0831,1,3,1,28
Malayalam,large,institutional,35 million,"700,000","78,757","75,822",Dravidian,India,Southern Asia,,1,"470,229","2,790","1,370",30,462,506,,92,7.6,,25,,0.0213,1,1,1,31
Malayic Dayak,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Malaynon,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Malayo,small,stable,,,,,,,,,,,,,,,,,1,,,,,,,,,
Malaysian Sign Language,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maldivian,mid,institutional,"340,000",,"3,018","3,009",Indo-European,"Maldives, India ",Southern Asia,,,"10,772",,,,,,,0,,,,,0.002,,1,,15
Male,mid,stable,,,,,,,,,,,,,,,,,11,,,,,,,,,
Malecite-Passamaquoddy,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Malei,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maleng,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maleu-Kilenge,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Malgana,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Malgbe,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mali,small,endangered,,,,,,,,,,,2890,1340,32,463,751,,1,,,,,,,0,,
Malian Sign Language,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Malila,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Malimba,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Malimpung,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Malo,small,stable,,,,,,,,,,,,,,,,,1,,,,,,,,,
Malol,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maltese,mid,institutional,"520,000",,"4,709","4,276",Afro-Asiatic,"Malta, European Union",Southern Europe,-,1,"17,929","1,070",915,20,261,162,1,9,,2,32,,0.0043,1,2,,35
Maltese Sign Language,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Malua Bay,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Malvi,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Malyangapa,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maléku Jaíka,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mam,mid,stable,,,,,,,,,,,2740,1730,29,637,599,,4,,,,,,,0,,
Mama,small,endangered,,,,,,,,,,,,,,,,,2,,,,,,,,,
Mamaindê,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mamasa,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Mambae,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mambai,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Mambila,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Mamboru,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mambwe-Lungu,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Mampruli,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Mamuju,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mamusi,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mamvu,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Man Met,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Manam,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Manambu,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Manangkari,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Manat,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Manchu,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Mand,small,endangered,,,,,,,,,,,,,,,,,298,,,,,,,,,
Manda,mid,stable,,,,,,,,,,,,,,,,,293,,,,,,,,,
Mandahuaca,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mandaic,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Mandan,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Mandandanyi,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mandar,mid,institutional,,,,,,,,,,,,,,,,,292,,,,,,,0,,
Mandara,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mandari,mid,stable,,,,,,,,,,,,,,,,,292,,,,,,,,,
Mandaya,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mandeali,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mander,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mandingo,,,,,,,,,,1,,,,,,,,,0,,,,,,,,,
Mandinka,large,institutional,,,,,,,,1,,,,,,,,,0,,,,,,,0,,
Mandja,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mandjak,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mandobo Atas,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mandobo Bawah,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Manem,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Mang,small,endangered,,,,,,,,,,,,,,,,,5,,,,,,,,,
Mangala,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mangareva,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mangarrayi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Mangas,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mangayat,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mangbetu,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Mangbutu,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mangerr,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Manggarai,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Mango,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Mangole,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mangseng,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mangue,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Manide,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maninka,large,stable,,,,,,,,,,,20,37,0,2,1,,2,,,,,,,0,,
Maninkakan,large,stable,,,,,,,,,,,,,,,,,1,,,,,,,,,
Manipa,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mankanya,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Mankiyali,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Manna-Dora,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mannan,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Manobo,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Manombai,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mansaka,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mansi,small,endangered,,,,,,,,,,,395,183,5,100,129,,3,,,,,,,0,,
Mansoanka,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Manta,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mantsi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Manx,small,endangered,53,"1,800","5,479","5,048",Indo-European,Isle of Man,Northern Europe,,,"16,983",160,236,5,27,24,1,1,,,8,,0.0005,,1,,9
Manya,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Manyawa,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Manyika,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maonan,mid,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maori,mid,endangered,,,"7,419","7,235",Austronesian,New Zealand,Australia and New Zealand,,1,"13,094",,,,,,,4,,,13,,0.0016,1,1,,13
Mape,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mapena,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mapia,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mapidian,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mapoyo,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Mapudungun,mid,endangered,,,,,,,,,,,111,119,1,11,6,,2,,,,,,,0,,
Mapun,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maquiritari,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maraghei,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maragus,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maranao,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Marangis,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maranunggu,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mararit,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Marathi,large,institutional,83 million,12 million,"85,014","80,894",Indo-European,India,Southern Asia,-,1,"269,327","2,780","1,310",38,493,465,1,45,2.8,2,25,,0.0184,1,2,1,29
Marau,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Marba,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Marenje,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Marfa,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Margany,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Marghi Central,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Marghi South,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Margu,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maria,mid,stable,,,,,,,,,,,,,,,,,20,,,,,,,,,
Maricopa,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Maridan,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maridjabin,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Marik,small,stable,,,,,,,,,,,,,,,,,1,,,,,,,,,
Marimanindji,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Marind,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Maring,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Maringarr,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Marino,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mariri,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maritime Sign Language,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maritsauá,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mariyedi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Marka,mid,stable,,,,,,,,,,,,,,,,,3,,,,,,,,,
Markweeta,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Marma,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,,,
Marovo,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Marquesan,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Marra,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Marriammu,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Marrithiyel,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Marshallese,mid,institutional,"55,000",,4,4,Austronesian,Marshall Islands,Micronesia,,,206,,,,,,,0,,,3,,,,0,,4
Marti Ke,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Martu Wangka,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Martuyhunira,small,extinct,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Marubo,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Marwari,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Masaaba,large,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Masalit,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,0,,
Masana,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Masbatenyo,mid,institutional,,,,,,,,,,,,,,,,,0,,,,,,,,,
Masela,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mashco Piro,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Mashi,mid,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Masimasi,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Masiwang,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maskelynes,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Maslam,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
Masmaje,small,stable,,,,,,,,,,,,,,,,,0,,,,,,,,,
Massalat,small,endangered,,,,,,,,,,,,,,,,,0,,,,,,,,,
